id,created_at,in_reply_to_id,in_reply_to_account_id,sensitive,spoiler_text,visibility,language,uri,url,replies_count,reblogs_count,favourites_count,edited_at,content,reblog,account,media_attachments,mentions,tags,emojis,card,poll,application
110349596291311544,2023-05-11 10:33:31+00:00,,,False,,public,fr,https://mastodon.roitsystems.ca/users/LeBotDeMorgane/statuses/110349596203735840,https://mastodon.roitsystems.ca/@LeBotDeMorgane/110349596203735840,0,0,0,,"La Presse: Inondations à Baie-Saint-Paul | Un tronçon de la route 138 rouvrira
jeudi [https://www.lapresse.ca/actualites/regional/2023-05-11/inondations-a-
baie-saint-paul/un-troncon-de-la-route-138-rouvrira-
jeudi.php](https://www.lapresse.ca/actualites/regional/2023-05-11/inondations-
a-baie-saint-paul/un-troncon-de-la-route-138-rouvrira-jeudi.php)
[#francais](https://mastodon.roitsystems.ca/tags/francais)
[#actualite](https://mastodon.roitsystems.ca/tags/actualite)
[#nouvelles](https://mastodon.roitsystems.ca/tags/nouvelles)
[#lapresse](https://mastodon.roitsystems.ca/tags/lapresse)

",,"{'id': 109452425718930359, 'username': 'LeBotDeMorgane', 'acct': 'LeBotDeMorgane@mastodon.roitsystems.ca', 'display_name': 'Franco-Nouvelles', 'locked': False, 'bot': True, 'discoverable': False, 'group': False, 'created_at': datetime.datetime(2022, 12, 2, 0, 0, tzinfo=tzutc()), 'note': '<p>Des infos et faits divers arrivant de la Colombie-Britannique - de Vancouver, précisément.</p>', 'url': 'https://mastodon.roitsystems.ca/@LeBotDeMorgane', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/109/452/425/718/930/359/original/974939bc45b2fc54.png', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/109/452/425/718/930/359/original/974939bc45b2fc54.png', 'header': 'https://files.mastodon.social/cache/accounts/headers/109/452/425/718/930/359/original/ae5af99c967efac0.png', 'header_static': 'https://files.mastodon.social/cache/accounts/headers/109/452/425/718/930/359/original/ae5af99c967efac0.png', 'followers_count': 125, 'following_count': 6, 'statuses_count': 43558, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'emojis': [], 'fields': []}",[],[],"[{'name': 'francais', 'url': 'https://mastodon.social/tags/francais'}, {'name': 'actualite', 'url': 'https://mastodon.social/tags/actualite'}, {'name': 'nouvelles', 'url': 'https://mastodon.social/tags/nouvelles'}, {'name': 'lapresse', 'url': 'https://mastodon.social/tags/lapresse'}]",[],,,
110349596290662270,2023-05-11 10:33:32+00:00,,,False,,public,ca,https://mastodont.cat/users/pallarsdigital_bot/statuses/110349596280268922,https://mastodont.cat/@pallarsdigital_bot/110349596280268922,0,0,0,,"El Consell del Jussà inclou accions per dinamitzar el comerç comarcal al
pressupost del 2023  
[https://www.pallarsdigital.cat/noticia/18317/consell-jussa-inclou-accions-
per-dinamitzar-comerc-
pressupost-2023](https://www.pallarsdigital.cat/noticia/18317/consell-jussa-
inclou-accions-per-dinamitzar-comerc-pressupost-2023)

",,"{'id': 109584698818459272, 'username': 'pallarsdigital_bot', 'acct': 'pallarsdigital_bot@mastodont.cat', 'display_name': 'Pallars Digital (RSS)', 'locked': False, 'bot': True, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 12, 27, 0, 0, tzinfo=tzutc()), 'note': '<p>Fetching from <a href=""https://www.pallarsdigital.cat/rss"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class="""">pallarsdigital.cat/rss</span><span class=""invisible""></span></a></p>', 'url': 'https://mastodont.cat/@pallarsdigital_bot', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/109/584/698/818/459/272/original/eb2be4b0acb8ef6c.jpeg', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/109/584/698/818/459/272/original/eb2be4b0acb8ef6c.jpeg', 'header': 'https://files.mastodon.social/cache/accounts/headers/109/584/698/818/459/272/original/91126c88a2a587cc.jpeg', 'header_static': 'https://files.mastodon.social/cache/accounts/headers/109/584/698/818/459/272/original/91126c88a2a587cc.jpeg', 'followers_count': 11, 'following_count': 0, 'statuses_count': 620, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'emojis': [], 'fields': []}",[],[],[],[],,,
110349596286203825,2023-05-11 10:33:32.868000+00:00,,,False,,public,de,https://mastodon.social/users/bocksbruder/statuses/110349596286203825,https://mastodon.social/@bocksbruder/110349596286203825,0,0,0,,"[#otd](https://mastodon.social/tags/otd) 11 May 1981:
[#BobMarley](https://mastodon.social/tags/BobMarley) (*1945)

Jamaican musician, singer and songwriter, considered one of the pioneers of
reggae, Rastafari icon

~ cancer

[https://youtu.be/RhJ0q7X3DLM](https://youtu.be/RhJ0q7X3DLM)

",,"{'id': 109245201376594802, 'username': 'bocksbruder', 'acct': 'bocksbruder', 'display_name': 'Florian Völker', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 10, 28, 0, 0, tzinfo=tzutc()), 'note': '<p>Historiker<br />Pop &amp; Contemporary History</p>', 'url': 'https://mastodon.social/@bocksbruder', 'avatar': 'https://files.mastodon.social/accounts/avatars/109/245/201/376/594/802/original/0d362912cb00178d.jpg', 'avatar_static': 'https://files.mastodon.social/accounts/avatars/109/245/201/376/594/802/original/0d362912cb00178d.jpg', 'header': 'https://files.mastodon.social/accounts/headers/109/245/201/376/594/802/original/ec4d96ad76984026.jpg', 'header_static': 'https://files.mastodon.social/accounts/headers/109/245/201/376/594/802/original/ec4d96ad76984026.jpg', 'followers_count': 16, 'following_count': 24, 'statuses_count': 54, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'noindex': False, 'emojis': [], 'roles': [], 'fields': []}","[{'id': 110349595910431140, 'type': 'image', 'url': 'https://files.mastodon.social/media_attachments/files/110/349/595/910/431/140/original/cf73f191dfa971bf.png', 'preview_url': 'https://files.mastodon.social/media_attachments/files/110/349/595/910/431/140/small/cf73f191dfa971bf.png', 'remote_url': None, 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 1024, 'height': 768, 'size': '1024x768', 'aspect': 1.3333333333333333}, 'small': {'width': 554, 'height': 416, 'size': '554x416', 'aspect': 1.3317307692307692}}, 'description': None, 'blurhash': 'UA97eL_3%Mof~qxut7WBofWBxuj[t7ofofay'}]",[],"[{'name': 'otd', 'url': 'https://mastodon.social/tags/otd'}, {'name': 'bobmarley', 'url': 'https://mastodon.social/tags/bobmarley'}]",[],,,"{'name': 'Web', 'website': None}"
110349596256293060,2023-05-11 10:33:32+00:00,,,False,,public,en,https://mas.to/users/notesfrompoland/statuses/110349596239763752,https://mas.to/@notesfrompoland/110349596239763752,0,0,0,,"Poland’s ambassador has criticised Hungary's top general for saying – when
discussing the possibility of peace in Ukraine – that WWII was a “local
German-Polish war"" that escalated due to a lack of peace efforts.

[https://notesfrompoland.com/2023/05/11/poland-criticises-hungarys-top-
general-for-distorting-wwii-
history/](https://notesfrompoland.com/2023/05/11/poland-criticises-hungarys-
top-general-for-distorting-wwii-history/)

",,"{'id': 109366130574322895, 'username': 'notesfrompoland', 'acct': 'notesfrompoland@mas.to', 'display_name': 'Notes from Poland', 'locked': False, 'bot': False, 'discoverable': False, 'group': False, 'created_at': datetime.datetime(2022, 11, 14, 0, 0, tzinfo=tzutc()), 'note': '<p>Independent and informed news and insight on Polish current affairs, politics, culture, business and history.</p>', 'url': 'https://mas.to/@notesfrompoland', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/109/366/130/574/322/895/original/b8ed6ab91de6c28b.png', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/109/366/130/574/322/895/original/b8ed6ab91de6c28b.png', 'header': 'https://files.mastodon.social/cache/accounts/headers/109/366/130/574/322/895/original/6e1ebcd8f724f5b3.jpg', 'header_static': 'https://files.mastodon.social/cache/accounts/headers/109/366/130/574/322/895/original/6e1ebcd8f724f5b3.jpg', 'followers_count': 815, 'following_count': 3, 'statuses_count': 325, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'emojis': [], 'fields': []}",[],[],[],[],,,
110349596244499711,2023-05-11 10:33:30+00:00,,,False,,public,de,https://zug.network/users/deluisa/statuses/110349596161483420,https://zug.network/@deluisa/110349596161483420,0,0,0,,"Eignen sich Gabelstabler eigentlich auch zum Aufschichten anderer Arten von
Besteck?

",,"{'id': 109291580014432673, 'username': 'deluisa', 'acct': 'deluisa@zug.network', 'display_name': 'Lis :listram:\u202f:blobcatsnuggle:\u202f:madrid_metro:', 'locked': True, 'bot': False, 'discoverable': False, 'group': False, 'created_at': datetime.datetime(2022, 11, 5, 0, 0, tzinfo=tzutc()), 'note': '<p>she/her | sie/ihr</p><p>Not interested in trains? Try <span class=""h-card""><a href=""https://estrogen.network/@lis"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>lis</span></a></span> (please read profile first)</p><p>26 y/o always in search of the next place to go or move to<br>High Priestress of taking the direct way™<br>autistic, queer, too gay to function, chronically depressed, anxious, socially awkward<br>Has lived with (and complained about), among others:<br>:mvg: :db: :vag_nuernberg: :njt: :mta: :alx: :kirchweihtal: :ir_in: :pune_pmpml: :pune_rainbow_brt: :swk: :rheinbahn_alt: :metro_pty:  :mibus: :metrobus_pty: :pcr: :delijn: :stib: :sncb: :ruhrbahn_symbol: :bogestra: :vgf_frankfurt:<br>obsessed with maps, trains, and maps of trains<br>My nonsense comes in several flavors: en, de (+ a bit of fr, nl, es)</p>', 'url': 'https://zug.network/@deluisa', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/109/291/580/014/432/673/original/d87e6e37d2ab1a51.jpg', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/109/291/580/014/432/673/original/d87e6e37d2ab1a51.jpg', 'header': 'https://files.mastodon.social/cache/accounts/headers/109/291/580/014/432/673/original/90673ac0533e65b2.jpeg', 'header_static': 'https://files.mastodon.social/cache/accounts/headers/109/291/580/014/432/673/original/90673ac0533e65b2.jpeg', 'followers_count': 241, 'following_count': 149, 'statuses_count': 4739, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'emojis': [{'shortcode': 'mvg', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/469/762/original/665f7748d31b012e.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/469/762/static/665f7748d31b012e.png', 'visible_in_picker': True}, {'shortcode': 'db', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/447/599/original/4d4b0ac3f13f3e11.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/447/599/static/4d4b0ac3f13f3e11.png', 'visible_in_picker': True}, {'shortcode': 'vag_nuernberg', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/293/original/cdeeab8d783bc2d9.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/293/static/cdeeab8d783bc2d9.png', 'visible_in_picker': True}, {'shortcode': 'njt', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/457/746/original/0b9713f7e3686b5d.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/457/746/static/0b9713f7e3686b5d.png', 'visible_in_picker': True}, {'shortcode': 'mta', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/459/788/original/9818ce31a37898c5.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/459/788/static/9818ce31a37898c5.png', 'visible_in_picker': True}, {'shortcode': 'alx', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/294/original/f1b0c804f33f5a0d.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/294/static/f1b0c804f33f5a0d.png', 'visible_in_picker': True}, {'shortcode': 'kirchweihtal', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/541/540/original/b4e66754bc3e6daf.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/541/540/static/b4e66754bc3e6daf.png', 'visible_in_picker': True}, {'shortcode': 'ir_in', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/459/790/original/0ca610b9a106ec68.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/459/790/static/0ca610b9a106ec68.png', 'visible_in_picker': True}, {'shortcode': 'pune_pmpml', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/541/541/original/f24274da37bf1108.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/541/541/static/f24274da37bf1108.png', 'visible_in_picker': True}, {'shortcode': 'pune_rainbow_brt', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/521/004/original/9990514b24526098.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/521/004/static/9990514b24526098.png', 'visible_in_picker': True}, {'shortcode': 'swk', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/295/original/2af06645bebc6223.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/295/static/2af06645bebc6223.png', 'visible_in_picker': True}, {'shortcode': 'rheinbahn_alt', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/296/original/b73cc0fff1261170.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/296/static/b73cc0fff1261170.png', 'visible_in_picker': True}, {'shortcode': 'metro_pty', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/467/875/original/ce0a6c29a0c3025e.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/467/875/static/ce0a6c29a0c3025e.png', 'visible_in_picker': True}, {'shortcode': 'mibus', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/541/543/original/c25006a49e2cff56.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/541/543/static/c25006a49e2cff56.png', 'visible_in_picker': True}, {'shortcode': 'metrobus_pty', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/541/544/original/42030ec4270f14d0.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/541/544/static/42030ec4270f14d0.png', 'visible_in_picker': True}, {'shortcode': 'pcr', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/457/750/original/94514b845667345c.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/457/750/static/94514b845667345c.png', 'visible_in_picker': True}, {'shortcode': 'delijn', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/298/original/8ce5a45cb54fd800.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/298/static/8ce5a45cb54fd800.png', 'visible_in_picker': True}, {'shortcode': 'stib', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/457/754/original/ab1515b650f18f43.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/457/754/static/ab1515b650f18f43.png', 'visible_in_picker': True}, {'shortcode': 'sncb', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/299/original/113c70ff7aff7648.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/299/static/113c70ff7aff7648.png', 'visible_in_picker': True}, {'shortcode': 'ruhrbahn_symbol', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/300/original/a0d3f62c0d64ad87.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/300/static/a0d3f62c0d64ad87.png', 'visible_in_picker': True}, {'shortcode': 'bogestra', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/301/original/571044945f7a91b0.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/301/static/571044945f7a91b0.png', 'visible_in_picker': True}, {'shortcode': 'vgf_frankfurt', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/302/original/edc7bb330fb5cefc.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/470/302/static/edc7bb330fb5cefc.png', 'visible_in_picker': True}, {'shortcode': 'listram', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/526/719/original/495d9c8316bf091c.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/526/719/static/495d9c8316bf091c.png', 'visible_in_picker': True}, {'shortcode': 'blobcatsnuggle', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/550/139/original/ed967d8cf1e61edd.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/550/139/static/ed967d8cf1e61edd.png', 'visible_in_picker': True}, {'shortcode': 'madrid_metro', 'url': 'https://files.mastodon.social/cache/custom_emojis/images/000/525/125/original/3903c64e5b2848e6.png', 'static_url': 'https://files.mastodon.social/cache/custom_emojis/images/000/525/125/static/3903c64e5b2848e6.png', 'visible_in_picker': True}], 'fields': [{'name': 'Hey Lis, have you been to…?', 'value': '<a href=""https://www.bahnbubble.eu/u/_deluisa"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class="""">bahnbubble.eu/u/_deluisa</span><span class=""invisible""></span></a>', 'verified_at': None}]}",[],[],[],[],,,
110349596243488690,2023-05-11 10:33:31+00:00,,,False,,public,ca,https://mastodont.cat/users/pallarsdigital_bot/statuses/110349596226896508,https://mastodont.cat/@pallarsdigital_bot/110349596226896508,0,0,0,,"Llavorsí acull aquest cap de setmana la primera fira de primavera del Cavall
Pirinenc Català  
[https://www.pallarsdigital.cat/noticia/18316/llavorsi-impulsa-una-fira-per-
reivindicar-el-cavall-pirinenc-
catala](https://www.pallarsdigital.cat/noticia/18316/llavorsi-impulsa-una-
fira-per-reivindicar-el-cavall-pirinenc-catala)

",,"{'id': 109584698818459272, 'username': 'pallarsdigital_bot', 'acct': 'pallarsdigital_bot@mastodont.cat', 'display_name': 'Pallars Digital (RSS)', 'locked': False, 'bot': True, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 12, 27, 0, 0, tzinfo=tzutc()), 'note': '<p>Fetching from <a href=""https://www.pallarsdigital.cat/rss"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class="""">pallarsdigital.cat/rss</span><span class=""invisible""></span></a></p>', 'url': 'https://mastodont.cat/@pallarsdigital_bot', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/109/584/698/818/459/272/original/eb2be4b0acb8ef6c.jpeg', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/109/584/698/818/459/272/original/eb2be4b0acb8ef6c.jpeg', 'header': 'https://files.mastodon.social/cache/accounts/headers/109/584/698/818/459/272/original/91126c88a2a587cc.jpeg', 'header_static': 'https://files.mastodon.social/cache/accounts/headers/109/584/698/818/459/272/original/91126c88a2a587cc.jpeg', 'followers_count': 11, 'following_count': 0, 'statuses_count': 620, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'emojis': [], 'fields': []}",[],[],[],[],,,
110349596235767637,2023-05-11 10:33:30+00:00,,,False,,public,en,https://masto.nu/users/timothy_hughes/statuses/110349596134245207,https://masto.nu/@timothy_hughes/110349596134245207,0,0,0,,"""While social selling can be effective, outbound prospecting has proven to
yield a higher return"" ... er, social selling IS outbound prospecting (via
Passle) by [@timothy_hughes](https://masto.nu/@timothy_hughes)
[http://digital-leadership-associates.passle.net/post/102iegq/while-social-
selling-can-be-effective-outbound-prospecting-has-proven-to-
yield](http://digital-leadership-associates.passle.net/post/102iegq/while-
social-selling-can-be-effective-outbound-prospecting-has-proven-to-yield)
@DLAIgnite [#socialselling](https://masto.nu/tags/socialselling)
[#digitalselling](https://masto.nu/tags/digitalselling)
[#sales](https://masto.nu/tags/sales)
[#salestips](https://masto.nu/tags/salestips)
[#salesleader](https://masto.nu/tags/salesleader)

",,"{'id': 109844028532011194, 'username': 'timothy_hughes', 'acct': 'timothy_hughes@masto.nu', 'display_name': 'timothy_hughes', 'locked': False, 'bot': False, 'discoverable': False, 'group': False, 'created_at': datetime.datetime(2022, 11, 19, 0, 0, tzinfo=tzutc()), 'note': '', 'url': 'https://masto.nu/@timothy_hughes', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/109/844/028/532/011/194/original/43559f27f6fe41c8.png', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/109/844/028/532/011/194/original/43559f27f6fe41c8.png', 'header': 'https://mastodon.social/headers/original/missing.png', 'header_static': 'https://mastodon.social/headers/original/missing.png', 'followers_count': 11, 'following_count': 2, 'statuses_count': 272, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'emojis': [], 'fields': []}","[{'id': 110349596164615123, 'type': 'image', 'url': 'https://files.mastodon.social/cache/media_attachments/files/110/349/596/164/615/123/original/054276e476d8a4ea.jpeg', 'preview_url': 'https://files.mastodon.social/cache/media_attachments/files/110/349/596/164/615/123/small/054276e476d8a4ea.jpeg', 'remote_url': 'https://media.masto.nu/masto-nu-media/media_attachments/files/110/349/595/976/450/922/original/63949d502b72939e.jpeg', 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 469, 'height': 630, 'size': '469x630', 'aspect': 0.7444444444444445}, 'small': {'width': 414, 'height': 556, 'size': '414x556', 'aspect': 0.7446043165467626}}, 'description': None, 'blurhash': 'UhQlwZMx?^xu%#WCoLxuWBozV@V@%MofV@Rj'}]","[{'id': 109844028532011194, 'username': 'timothy_hughes', 'url': 'https://masto.nu/@timothy_hughes', 'acct': 'timothy_hughes@masto.nu'}]","[{'name': 'socialselling', 'url': 'https://mastodon.social/tags/socialselling'}, {'name': 'digitalselling', 'url': 'https://mastodon.social/tags/digitalselling'}, {'name': 'sales', 'url': 'https://mastodon.social/tags/sales'}, {'name': 'salestips', 'url': 'https://mastodon.social/tags/salestips'}, {'name': 'salesleader', 'url': 'https://mastodon.social/tags/salesleader'}]",[],,,
110349596167911368,2023-05-11 10:33:24.707000+00:00,,,False,,public,,https://misskey.io/notes/9emk2pyb1v,https://misskey.io/notes/9emk2pyb1v,0,0,0,,"飯を狩りに行く

",,"{'id': 110129666675587927, 'username': 'monyagarma', 'acct': 'monyagarma@misskey.io', 'display_name': '🌜もにゃがるま🌛', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2023, 4, 2, 0, 0, tzinfo=tzutc()), 'note': '<p>🌜<span>つきたべよ</span>🌛<span><br>絵をかいたりMFMで遊んだり胡乱な話をする<br>お月様と可愛いものとメカクレと人外と異形の者と機械などが好き<br>Steamゲーを嗜んでいるよ</span></p>', 'url': 'https://misskey.io/@monyagarma', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/110/129/666/675/587/927/original/519ed9d86490a3ab.png', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/110/129/666/675/587/927/original/519ed9d86490a3ab.png', 'header': 'https://files.mastodon.social/cache/accounts/headers/110/129/666/675/587/927/original/f7e4b29529e1421f.png', 'header_static': 'https://files.mastodon.social/cache/accounts/headers/110/129/666/675/587/927/original/f7e4b29529e1421f.png', 'followers_count': 22, 'following_count': 0, 'statuses_count': 1066, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'emojis': [], 'fields': []}",[],[],[],[],,,
110349596081161153,2023-05-11 10:31:06+00:00,,,False,,public,ru,https://fabler.su/objects/58f9acad-2264-5cc3-ea99-386434982030,https://fabler.su/display/58f9acad-2264-5cc3-ea99-386434982030,0,0,0,,"[#война](https://fabler.su/search?tag=%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0)  
  
Ещё одно чмо вскрылось.  
По ссылке скрины его высеров.  
https://t.me/grpzdc/30038  
  
""Фиксируйте: Лева Би-2 больше никогда не приедет в Россию. Сказал как отрезал
в своем аккаунте. При этом назвал убийцами и животными своих же поклонников,
которые обиделись на его слова о празднике Победы.  
  
Истерика у Левы случилась 9 мая: он опубликовал пост, под которым подписчики
поздравили артиста с Днём Победы. Отследить логическую цепочку Левы сложно, но
судя по всему, его выбесили слова «подвиг наших бабушек и девушек». И понесло.  
  
Тем временем на официальном сайте группы продаются билеты на концерт в Москве
2 июня. Также пока планируются выступления в Сочи и Волгограде, которые
перенеслись с прошлого лета. Ни об отмене концертов, ни о возрасте денег за
билеты никто не сообщил.""

",,"{'id': 109245432912743660, 'username': 'redvid4', 'acct': 'redvid4@fabler.su', 'display_name': 'redvid ☭', 'locked': True, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 10, 28, 0, 0, tzinfo=tzutc()), 'note': 'Монтажорец, чекистский провокатор, чорт пригожынский', 'url': 'https://fabler.su/profile/redvid4', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/109/245/432/912/743/660/original/b0d19cfc6db3a9c7.jpeg', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/109/245/432/912/743/660/original/b0d19cfc6db3a9c7.jpeg', 'header': 'https://mastodon.social/headers/original/missing.png', 'header_static': 'https://mastodon.social/headers/original/missing.png', 'followers_count': 59, 'following_count': 138, 'statuses_count': 865, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'emojis': [], 'fields': []}",[],[],"[{'name': 'война', 'url': 'https://mastodon.social/tags/%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0'}]",[],,,
110349596046155692,2023-05-11 10:33:28+00:00,,,False,,public,ja,https://otadon.com/users/celery_tomato_/statuses/110349596020811135,https://otadon.com/@celery_tomato_/110349596020811135,0,0,0,,"当選めでたい🎉🎉🎉

",,"{'id': 110254680043643579, 'username': 'celery_tomato_', 'acct': 'celery_tomato_@otadon.com', 'display_name': '🍅', 'locked': True, 'bot': False, 'discoverable': False, 'group': False, 'created_at': datetime.datetime(2023, 4, 23, 0, 0, tzinfo=tzutc()), 'note': '<p>アイコン・ヘッダーの厄介ド固定腐女子。<br>基本LTLを眺めている。</p><p>軽い自カプの話・読んだ商業BLの感想▶未収載<br>読んでる漫画と見てるアニメの実況▶フォロ限<br>⬆いずれも連投するしうるさい</p><p>民度が終わっているのでワンクッションの為に承認制にしてます。基本すぐ通りますが本当に民度が終わっている</p><p>この世のどこかで自カプを日々錬成している</p>', 'url': 'https://otadon.com/@celery_tomato_', 'avatar': 'https://files.mastodon.social/cache/accounts/avatars/110/254/680/043/643/579/original/7efae4063500307a.jpg', 'avatar_static': 'https://files.mastodon.social/cache/accounts/avatars/110/254/680/043/643/579/original/7efae4063500307a.jpg', 'header': 'https://files.mastodon.social/cache/accounts/headers/110/254/680/043/643/579/original/63601f374c9e9248.jpg', 'header_static': 'https://files.mastodon.social/cache/accounts/headers/110/254/680/043/643/579/original/63601f374c9e9248.jpg', 'followers_count': 1, 'following_count': 1, 'statuses_count': 794, 'last_status_at': datetime.datetime(2023, 5, 11, 0, 0), 'emojis': [], 'fields': []}",[],[],[],[],,,
